id,difficulty,code
2220,easy,"None    
    None"
866,medium,"The algorithm checks if the rectangles overlap by verifying that the `x` coordinate of the top-right corner of `rec1` is greater than the `x` coordinate of the bottom-left corner of `rec2`, the `y` coordinate of the top-right corner of `rec1` is greater than the `y` coordinate of the bottom-left corner of `rec2`, the `x` coordinate of the bottom-left corner of `rec1` is less than the `x` coordinate of the top-right corner of `rec2`, and the `y` coordinate of the bottom-left corner of `rec1` is less than the `y` coordinate of the top-right corner of `rec2`. If all these conditions hold, it means that the rectangles overlap, otherwise they do not."
79,medium,"For each of the implementation above, we use a Depth-First Search (DFS) based algorithm to traverse the grid board. The DFS function takes the current cell index i and j and the index of the character in the input word that we are looking for (k).
The base cases are:
- If the cell indexes i or j are out of boundaries, or the board[i][j] character does not match word[k], return false.
- If k (current character index) is equal to word.length - 1, we find the word in the grid, so return true.
For each cell, we run the DFS function with the given input parameters. If DFS returns true (found the word), the whole function will return true."
173,medium,"The algorithm initializes an empty stack and pushes all the left nodes from the root to the lowest node in the tree. For each next() call, the algorithm pops the top node in the stack, which is the next smallest element, and adds the left subtree of the popped element to the stack if the popped node has a right child. The hasNext() method checks if there are any nodes left in the stack. This way, the iterator always has the next smallest element at the top of the stack."
213,medium,"The main idea here is to divide the problem into two subproblems: rob houses from the first to the second last, and rob houses from the second to the last. First, initialize two variables prev and curr to store the maximum amount obtained till the current house. Then, loop through the houses from the first to the second last, and at each step, update the maximum amount till the current house by choosing between two options: rob the current house (prev + nums[i]) or skip it (curr). Repeat the process for houses from the second to the last. Finally, return the maximum amount among both subproblems."
2127,hard,"The algorithm works by calculating in-degrees, which represent the number of times a person is favored by others. For each person `i`, we add all in-degrees minus one to the result (since a person only needs to be favored by one other person to be included at the table). Finally, we return the minimum of `result + 2` (to account for the first and last person added to the circle) and the total number of people. This ensures we do not invite more people than there are in the input array even if there are enough favorite relationships to do so."
1780,medium,"The algorithm uses a simple approach by iteratively dividing the given number `n` by 3 (the base of the powers of three). During the division process, it checks if any of the remainders of division is 2. If it finds a remainder of 2 at any stage, it immediately returns `false` since having a 2 in the base-3 representation of the number indicates that it cannot be represented solely by distinct powers of three.
The time complexity of this algorithm is O(log n), as each iteration reduces the number by a factor of 3."
2541,medium,"The algorithm iterates through both input arrays and computes the absolute difference between corresponding elements in `nums1` and `nums2`. If any difference is not divisible by `k`, it is impossible to make both arrays equal, so the function returns `-1`. Otherwise, the function adds the required number of operations (`diff / k`) to the total operations counter. After iterating through all the elements, the function returns the total number of required operations."
2332,medium,"1. Sort both `buses` and `passengers` arrays in increasing order.
2. Initialize the variable `lastIndex` to 0, which will keep track of the index of the last passenger that got on a bus.
3. Iterate through the sorted `buses` array.
4. For each bus, count how many passengers can get on it (up to `capacity`). Update the `lastIndex` as passengers get on the bus.
5. After iterating through all buses, if `lastIndex` is still 0, return the first bus departure time minus 1. Otherwise, return the arrival time of the last passenger who got on a bus minus 1. This is because you cannot arrive at the same time as another passenger."
1312,hard,"1. For each artifact, iterate through its grid positions and store the positions in an unordered_map or HashMap (artifact_cells) with the key being the cell value (row * n + column) and the value being a set containing the artifact ID. Also, maintain a count of the number of cells for each artifact in another unordered_map or HashMap (artifact_count).
2. Iterate through the dig array and for each cell, check if it contains any artifacts using the artifact_cells. If so, decrement the count of the corresponding artifacts in the artifact_count, and remove the cell from the artifact_cells.
3. If the count of an artifact reaches 0, increment the result (ans) by 1, as the whole artifact has been uncovered and can be extracted now.
4. Return the final count (ans) after iterating through all the dig cells. This represents the number of artifacts that can be extracted."
1801,medium,"The algorithm uses two priority queues - one for buy orders and one for sell orders. Buy orders are stored in a max priority queue (sorted in decreasing order of price), and sell orders are stored in a min priority queue (sorted in increasing order of price). 
For each order in the input orders array, if it is a buy order, we compare its price with the smallest price from the sell_orders queue. If they can be matched, we reduce the amounts accordingly, remove the sell order if its amount becomes zero, and continue until the buy order amount is zero or no more compatible sell orders are available. If the buy order still has a non-zero amount, it is added to the buy_orders queue. A similar process is followed for sell orders.
Once all orders are processed, we calculate the total amount in the backlog by summing the amounts in both buy_orders and sell_orders queues. The result is returned modulo 10^9 + 7 as required."
8,medium,"1. Initialize `result` as 0, index `i` as 0, and `sign` as 1 (positive).
2. Loop through the string until a non-space character is found or the end of the string is reached.
3. If the current character is '+' or '-', update the `sign` according to the character and increment the index `i`.
4. If a digit is found, multiply the previous `result` by 10 and add the digit to it. Increment the index `i`.
5. Check if the result multiplied by the sign is out of the 32-bit signed integer range. If so, return the appropriate boundary value.
6. When no more digits are found, return the final result multiplied by the sign."
2534,hard,"The algorithm iterates through the arrival list and checks the last time the door was used (kept in door_seen_time array with separate values for entrance and exit). Based on that information and the given rules, it determines the direction of the door usage at each second (either entrance or exit). Then, it checks if the current person wants to go in the same direction as computed for the current second. If yes, the person is allowed to enter or exit. If not, the algorithm searches for the next person who wants to go in that direction and lets them enter or exit. The algorithm keeps track of the current person index and increases it accordingly. Finally, the time when the current person crosses the door is marked in the answer list. At the end of the algorithm, the answer list is returned."
466,hard,"1. Initialize counter variables for both strings (count1 and count2) as well as indices for both strings (i and j).
2. Iterate through str1 while count1 is less than n1.
3. Compare the characters at the current indices of s1 and s2. If they match, increment index j of s2.
4. If j reaches the length of s2, reset j to 0 and increment count2.
5. Increment index i of s1. If i reaches the length of s1, reset i to 0 and increment count1.
6. Return the integer division of count2 by n2 as the maximum integer m."
2000,easy,"The algorithm uses a binary search approach to find the minimum positive integer speed required for all trains to be on time. At first, we check if it's impossible to reach on time by counting if the number of distinct integer hours is less than the number of trains, if so we return `-1`. Then, we initialize the search space to be from 1 to (10^7). Within this search space, we calculate the sum of the time for each set of speeds from the middle of the search space. If this total time is less than or equal to the given hour, we choose the middle speed and reduce the search space to the left (since we are looking for the minimum speed). If the time is greater than the given hour, we increase the search space to the right. The process continues in this manner until we find the minimum speed required for the trains."
605,easy,"1. Initialize a variable `count` to keep track of the number of flowers planted.
2. Iterate through the flowerbed with a variable `i`.
3. Check the possibility of planting flowers at the current index:
   - If `flowerbed[i]` is already 0,
   - `i` is 0 (first plot) or the plot before the current plot is empty,
   - `i` is the last plot or the plot after the current plot is empty.
4. If all these conditions are met, plant a flower at the current plot by setting `flowerbed[i]` to 1 and increment the count.
5. If the count is equal to or greater than `n`, return true.
6. After iterating through the entire array, if the count is still equal to or greater than `n`, return true; otherwise, return false."
1790,easy,"1. Check if the two given strings are already equal, if so return `True`.
2. Iterate through the characters of the strings, if the characters at the same index are different, store the index in a list called `diff`.
3. Check if the `diff` list has exactly 2 indices, and if the character in s1 at the first index of `diff` is the same as the character in s2 at the second index of `diff`, and if the character in s1 at the second index of `diff` is the same as the character in s2 at the first index of `diff`. If these conditions are satisfied, return `True`, otherwise return `False`."
325,medium,"The algorithm uses a HashMap (or dictionary for Python) to store a cumulative sum and its index. The HashMap (called `sumIndex` here) keeps track of the first time a certain sum (up to that index) is encountered in the array. Then, we iterate through the array and maintain a running sum. If the running sum is equal to the given sum `k`, the current maximum length of the subarray is updated as `i + 1`. If the running sum minus `k` exists in `sumIndex`, it means that we've found a subarray that sums to `k`, so we can update the maximum length by comparing with the current subarray length `i - sumIndex[sum - k]`. If the running sum is not present in the `sumIndex`, we can store its index.
The algorithm works in O(n) time complexity, where n is the length of the array because we traverse the entire array once and perform constant time operations for each element."
2086,medium,"The algorithm involves counting the number of subsequences that are special. Initialize three counters, `zeros`, `ones`, and `twos`, to count the special subsequences ending with those values. Iterate the array and for each element, update the respective counter. If the element is 0, increment the `zeros` counter, if it is 1, add the number of `zeros` to the `ones` counter, and if it is 2, add the number of `ones` to the `twos` counter. All operations must be performed modulo 109 + 7 to keep the result within required bounds. Finally, return the value of `twos`, which represents the number of special subsequences. ###"
471,hard,"The algorithm works by iteratively checking substrings of the input string `s` from the largest possible ones (half of the input string's length) to the smallest (single characters). To find the shortest possible encoding, the algorithm calculates the number of repetitions of the current substring and checks if the input string can be entirely composed of that substring. If a suitable substring is found, it returns the encoded string in the format _k[encoded_string]_, where _k_ is the number of repetitions, otherwise it returns the original input string."
803,hard,"1. Create an adjacency list called `graph` to represent the flights’ connections.
2. Create a min-heap(priority queue) `pq`, and add the starting city `src` with a price of 0, and stops equal to `k+1`.
3. While the priority queue is not empty, do the following:
   - Pop the next item(price, city, stops) from `pq`.
   - If the city is the destination `dst`, return the price.
   - If there are stops remaining, iterate through neighbors, push the neighbor city with an updated price and decreased stops to the priority queue.
4. If the loop finishes and no valid route was found, return -1."
1121,hard,"1. Initialize a dp array of size n+1, where n is the length of arr, with every element set to 0. dp[i] represents the maximum sum up to the index i.
2. Iterate over array indices from 1 to n.
   a. For each index i, initialize a variable `current_max` to store the maximum element found in the subarray.
   b. Iterate over subarray lengths from 1 to k:
      i. If the index i minus the subarray length is not negative, then find the maximum of `current_max` and the value located at arr[i - subarray length].
      ii. Update the value of dp[i] with the maximum between the current value at dp[i] and the value found in dp[i - subarray length] + the product of current_max * subarray length.
3. At the end, return the value stored in the last index of dp, which represents the maximum partitioned sum of the entire array."
2588,medium,"The algorithm uses bitwise manipulation to calculate the beautiful subarrays. It maintains two arrays, `odd` and `even`, to count the number of ones and zeroes up to a certain bit in the array. We loop through the nums array and calculate the parity of the current number. Then, we loop through the indices 19 to 0 (since the maximum number is 10^6 and a maximum of 20 bits are required to represent it). Inside the inner loop, we check if the k-th bit in the binary representation is set. If it's set, then we update the odd or even arrays accordingly. If it's not set, we update the arrays accordingly as well. At the end, we sum up the even array elements (as each pair of even numbers can be used to perform the operation) and return the total count. We divide the sum by 2 to avoid counting duplicate pairs."
2114,easy,"The algorithm starts by sorting the tasks array in descending order. Then, for each task in tasks, it iterates over the sessions array and tries to insert the task into the first session that has sufficient remaining time. If no session can accommodate the task, a new session is created.
In the end, the size of the sessions array is the answer, which represents the minimum number of work sessions required to finish all tasks."
2440,hard,"The algorithm includes the following steps:
1. Build a graph representing the tree, where each node has an array of its adjacent nodes.
2. Calculate the total sum of the values in `nums`.
3. If the total sum is not divisible by 2, return 0 since it is impossible to divide the tree into components with the same value.
4. Perform a Depth-First Search (DFS) from node 0, traversing through the tree and calculating the subtree sums while keeping track of how many subtree sums we have seen that are half of the total sum.
5. Return the number of subtree sums that are half of the total sum minus 1, since we have to remove one additional component (the whole tree).
The time complexity of the algorithm is O(n), as we traverse each node in the tree once during the DFS."
2234,hard,"To make the array K-increasing, we iterate through the array, starting from index k.
For each index i, if the condition arr[i-k] > arr[i] does not hold, it means that we need to change the value of arr[i] to make it K-increasing. So, we calculate the difference between the elements arr[i-k] and arr[i], add 1 to the result, and then update the value of arr[i] by adding the calculated difference to arr[i-k]. We also increment our operations counter by the same difference value.
This will ensure that the array is K-increasing and keeps track of the minimum number of operations required to change the array. We continue iterating through the array until the last element and return the total number of operations in the end."
146,medium,"The LRU Cache data structure consists of a doubly-linked list and a hash map.
- The get operation checks if the key exists in the cache using constant-time lookup. If it exists, move the corresponding node to the head/front of the linked list and return the value.
- The put operation follows similar steps as the get function, but additionally updates the value of the key. If the key does not exist in the cache and the cache's size is at capacity, the tail/end node is removed from the cache, and the new item is inserted at the head/front of the list.
In all of the implementations above, the code follows this general algorithm taking advantage of the respective language's inbuilt functions to ensure O(1) average time complexity for both get and put operations."
977,easy,"1. Initialize a dynamic programming array `dp` with length `n+1` to store the number of distinct subsequences.
2. Initialize an array `last`, with length 26, to store the last occurrences of each letter 'a'-'z'.
3. Iterate through the string using the index `i` ranging from `1` to `n`.
   1. Calculate the number of distinct subsequences of length i by doubling the number of distinct subsequences of length i-1.
   2. If the last occurrence of the current letter is not `-1`, subtract the number of distinct subsequences at the index of the last occurrence from the current dp[i] value.
   3. Update the last occurrence array index of the current letter in the string.
4. Subtract 1 from the number of subsequences of length `n` (removes the empty subsequence) and return the result modulo 1e9+7."
1062,medium,"The algorithm iterates through each possible length of a substring (`len`). For each `len`, it checks if the current substring `s[i:i+len]` is equal to the next substring `s[i+len:i+2*len]`. If the substrings are equal, it increments `repeat_count` and updates `max_repeat_count` if needed. After iterating through all possible substring lengths, it returns the longest length of the repeated substrings as `max_substr_length`."
1302,medium,"1. Initialize an empty resulting string and set the count to 1.
2. Iterate through the input string starting from the second character.
3. Compare the current character with the previous one:
    a. If they are equal, increment the count.
    b. If they are not equal, reset the count to 1.
4. If the count is less than 3, add the current character to the result.
5. After iterating through the entire string, return the resulting string."
673,medium,"The algorithm uses dynamic programming to find the number of longest increasing subsequences. We use two arrays, `length` and `count`. `length[i]` stores the length of the longest increasing subsequence ending at the index `i`, and `count[i]` stores the number of longest increasing subsequences ending at the index `i`.
1. Initialize `maxLength` and `ans` to `0`.
2. Initialize the `length` and `count` arrays to all have a value of `1`.
3. Loop through the `nums` array using variable `i`.
    a. Loop from `0` to `i - 1` using a variable `j`.
        i. If `nums[i] > nums[j]`, update the values of `length[i]` and `count[i]` based on their current values and the values at index `j`. The rule for this is:
            * If `length[i] == length[j] + 1`, increase `count[i]` by `count[j]`.
            * If `length[i] < length[j] + 1`, update `length[i]` to `length[j] + 1` and update `count[i]` to `count[j]`.
    b. If `maxLength` is equal to `length[i]`, increment `ans` by `count[i]`. If `maxLength` is less than `length[i]`, update `maxLength` to equal `length[i]` and update `ans` to equal `count[i]`.
4. Return `ans` as the final result.
This algorithm has a time complexity of O(n^2) and a space complexity of O(n)."
1883,hard,"We will use dynamic programming to solve this problem. Our approach is to create a 2D DP array `dp`, where `dp[i][j]` will store the minimum time to reach road `i` by skipping `j` rest times.
1. Initialize the DP array `dp` with a very large value (1e9) for all `i` and `j`, and set `dp[0][0]` to `0`, because initially we are at the starting point and have not skipped any rests.
2. Iterate through all the roads `i` from `0` to `n-1`. For each road `i`, iterate through the number of rests skipped `j` from `-1` to `i-1` (inclusive).
    1. Calculate the time `t` to travel the current road, taking into consideration whether we should wait for the next integer hour or not after completing the previous road. If `j` is equal to `-1`, there is no wait needed, otherwise there is a wait of `1` hour.
    2. Update `dp[i+1][j+1]` by taking the minimum of its current value and the sum of `dp[i][j]` and `t`.
    3. Calculate the time `skipped_t` to travel the current road if we skip the rest, which is equal to the ceiling of the sum of `dp[i][j]` and the travel time of the current road minus `dp[i][j]`.
    4. Update `dp[i+1][j]` by taking the minimum of its current value and the sum of `dp[i][j]` and `skipped_t`.
3. Iterate through the DP array `dp[n][i]` for all `i`, and find the minimum number of skips required to arrive at the meeting on time. If the time is less than or equal to `hoursBefore`, return `i`. If not found, return `-1`.
Time complexity of this approach is O(n^2), and space complexity is also O(n^2) due to the DP array."
1060,medium,"The algorithm starts by defining two pointers, `left` and `right`, initially set to 0 and the length of the `nums` array, respectively. It then enters a while loop where it continues iterating until the `left` pointer is no longer less than `right`. Inside the loop, we calculate the midpoint index between the two pointers.
Based on the difference between the value stored at the midpoint index and the current midpoint index (subtracted by 1), we update our pointers. If the difference is less than `k`, then we set `left` to midpoint + 1, otherwise, we set `right` to midpoint. This is because we know the missing number should be either to the right or to the left of midpoint.
The loop terminates when we narrow down the search to one element. Finally, it returns the value of `left + k`, which gives us the kth missing number. This solution has a logarithmic time complexity, i.e., O(log n)."
1018,easy,"To find the largest perimeter of a triangle with a non-zero area, we first sort the array in descending order. This allows us to check if a triangle can be formed by taking the longest possible sides first. Then, we iterate through the sorted array and check if the current element and the next two elements form a triangle of non-zero area. To check if a triangle can be formed, we use the triangle inequality theorem, which states that for any triangle with sides a, b, and c, the sum of any two sides must be greater than the third side (a + b > c, a + c > b, b + c > a). Since we have the array sorted in descending order, we only need to check one case of the inequality (nums[i] < nums[i + 1] + nums[i + 2]) for each iteration. If we find a valid triangle, we return the sum of its sides as the largest perimeter. If no valid triangle is found, we return 0."
1265,medium,"The algorithm uses a simple recursive approach to solve the problem. Starting from the head of the linked list, it checks if the current node is not null. If the current node is not null, it calls the function recursively with the next Node.
Once the recursion reaches the last Node, the function starts returning and executing the printValue() function for each Node, starting from the last one, which effectively prints the values in reverse order.
This approach uses constant space complexity, but a recursive approach means a linear time complexity. The recursion stack can also overflow for long linked lists. If we want to solve the recursion stack issue, we can use an iterative approach by storing each Node reference in a stack, which improves space complexity but would not be constant anymore (linear space complexity)."
293,easy,"The algorithm iterates through the `currentState` string starting from the second character to check for two consecutive `'+'` characters. When it finds a pair, it flips them to `'-'` and adds the resulting string to the `result` list. After adding the result, it flips the characters back to `'+'` to continue searching for more pairs.
In Python and JavaScript, the string concatenation is done using slicing and concatenation, while in C++ and Java, the strings are first modified and then restored to their original state after adding the modified result. The final output is a list of all the possible next moves after one valid flip."
1232,easy,"The algorithm performs a binary search to find the best value. Initially, the search range is [0, max(arr)]. In each step, it calculates the mid-point of the current search range and computes the sum of the array elements after replacing all elements larger than mid with mid itself. If the sum is equal to the target, it returns the mid-point. Otherwise, the algorithm adjusts the search range based on whether the sum is greater than or less than the target.
At each step, the algorithm also keeps track of the minimum absolute difference between the target and the calculated sum. If a new candidate value (mid-point) is found that would result in a smaller absolute difference or an equal absolute difference and a smaller value, the algorithm updates the result.
Once the search range is exhausted (left > right), the algorithm returns the result."
2054,medium,"The main algorithm idea is to use events to keep track of arrival and leaving moments. For each person, we add two events: one for arrival (with a positive or zero friend ID) and one for leaving (with a negative friend ID).
1. Create a list called `events`, adding arrival and leave events for each friend. The length of `events` will be 2 * n.
2. Sort the events by ascending time.
3. Create an array called `chairs` with -1 values and length of n.
4. Create a sorted set (C++, Java), list (Python), or array (JavaScript) called `availableChairs` with integer values from 0 to n - 1.
5. Iterate through the events in order. At each event:
   - If friend_id is non-negative, it's an arrival event:
     - Assign the first element of the `availableChairs`.
     - Remove that element from `availableChairs`.
     - If the arrived friend is `targetFriend`, return the assigned chair.
   - If friend_id is negative, it's a leaving event:
     - Add the leaving friend's chair back into `availableChairs`.
     - Then sort the `availableChairs`.
6. If `targetFriend` has not yet arrived, return -1.
As all arrival times are distinct, there is no need to worry about tie-breaking for chair allocation."
1293,hard,"The given problem can be solved using BFS with an additional state for the number of obstacles we can still eliminate. We use a 3D visited array to keep track of the states we have visited at each cell with a certain number of obstacle eliminations remaining. 
For each cell, we perform 4 possible moves: left, right, up and down. We then calculate the new number of obstacles we can eliminate. If the move is valid within the boundaries of the grid and the new number of obstacles we can eliminate is non-negative, we add the new state to the queue and mark it as visited. 
We continue the BFS until the queue is empty or we have visited the cell at the bottom right corner with valid number of obstacle eliminations remaining. If we visit the target cell, we return the number of steps taken so far. If the queue is empty, we return -1 as we couldn't find a valid path."
556,medium,"1. Convert input integer n to string/array of characters.
2. Find the rightmost character such that when swapped with a character greater than it, the number increases. If no such character exists, return -1.
3. Swap the character found with the smallest character to its right that is greater than it.
4. Sort the portion of the array to the right of the swapped character in non-descending order.
5. Convert the modified array back to an integer and check if it fits in 32-bit integer. If yes, return the integer, otherwise return -1."
1859,easy,"The algorithm keeps track of three counts: 'same', 'less', and 'greater'. These counts store the number of characters that are the same, less, and greater in string a compared to string b, respectively. Iterate through the characters in a and b simultaneously, comparing each character and updating the counts accordingly. The minimum number of operations needed to satisfy one of the three conditions is then calculated as the minimum of the sum of 'same' and the maximum of 'less' and 'greater', as well as 'less' and 'greater' individually. This is because you can either change all 'same' characters and one of 'less' or 'greater', or change only one of 'less' or 'greater' while keeping the other characters in the same order.
The time complexity of the algorithm is O(n) where n is the length of input strings a and b, as it iterates through each character pair in the strings once."
994,medium,"The algorithm iterates for `n` days, but since the pattern repeats itself every 14 days, we first calculate the effective number of days to iterate as `n % 14`. For each day, create a temporary array to store the new state of the prison cells. Iterate through the middle cells (1 to 6) and check if the adjacent cells are equal, if they are, then the new state for the current cell is occupied (1), otherwise, it's vacant (0). Update the `cells` array with the new state and repeat the process for the required number of days. Finally, return the new state of the prison cells after `n` days."
1176,easy,"1. Initialize the points and total calories `T` to 0.
2. Iterate through the given calories list.
3. Add the current day calories to `T`.
4. Check if the current index position is greater than or equal to `k`. If so, subtract the calories of the first day of the previous window from `T`.
5. Check if we have formed a window of size `k`. If so, perform the point calculation:
   1. If `T` is less than `lower`, decrement the points.
   2. If `T` is greater than `upper`, increment the points.
6. Return the total number of points."
686,medium,"The algorithm calculates the minimum number of times string `a` must be repeated to have a length >= length of string `b`, which is done by `times = (b.length() + a.length() - 1) / a.length()`. Then, the algorithm checks if `b` is a substring of the concatenated string `a` after repeating it n number of times (n being `times` and `times+1`). If it finds `b` as a substring in any of the two cases, it returns the number of times `a` is repeated. If not found, it returns -1."
1067,hard,"The algorithm loops through all integers between `low` and `high` (inclusive). For each integer, it iterates through each digit by dividing it by 10 each time and taking the remainder (mod 10) to check if it matches the given digit `d`. If a match is found, it increments the `count` variable. Finally, it returns the total count."
476,easy,"First, we calculate the number of bits in the binary representation of the input integer `num`. We do this by consecutively right-shifting the number (bitwise operation) and counting the iterations until the number becomes 0. This gives us the length of the binary representation.
Once we have the length, we create a bitmask of the same length with all bits set to 1 (for example, if the length is 3, the bitmask would be 111 in binary). To get the complement of the input integer, we then XOR (`^` operator) the number with this all-1 mask. The XOR operation returns 1 when the input bits are different and 0 when they are the same, so if we have a 0 in the input, we will get 1 and vice versa. This way, we get the complement of the original number.
Finally, we return the resulting number, which is the complement of the input integer `num`."
99,medium,"We will solve this problem using the Inorder traversal of the binary search tree.
1. Traverse the BST using Inorder traversal, and at each node, compare its value with the previous node.
2. If the previous node's value is greater than the current node's value, it means they are swapped. So, mark the first such node as `first` and the second such node as `second`.
3. After completing the Inorder traversal, swap the values of the `first` and `second` nodes.
4. This approach is implemented in all four languages: C++, Java, Python, and JavaScript.
Note that the TreeNode class should be defined for each implementation as it's not provided in the problem statement."
1496,easy,"1. Initialize a list `lucky_numbers` to store the final lucky numbers from the matrix.
2. Iterate through all rows in the matrix, and for each row:
   - Find the minimum element `min_row` in the row and its index `min_row_idx`.
   - Check if `min_row` is the maximum element in its column `min_row_idx`. If so, add `min_row` to the list of `lucky_numbers`.
3. Return the `lucky_numbers` list."
1100,medium,"The algorithm uses a sliding window approach. Initialize an empty set `window` to store unique characters in a substring. We use two pointers `i` and `j` for each end of the window. The outer loop iterates `j` through the string. If the current character `s[j]` is in `window`, remove the first element of the window by deleting `s[i++]`. Then, insert `s[j]` into the `window`.
If the current window size is equal to k (i.e., `j - i + 1 == k`), increment the count of unique substrings `result` by 1, and remove the first element of the window by deleting `s[i++]`.
Once the outer loop finishes, return the result variable, which contains the count of unique length-k substrings."
1017,medium,"The algorithm uses dynamic programming and creates two arrays: `canReachOdd` and `canReachEven`. The last element of both arrays is set to true, indicating the end of the array can be reached on both odd and even jumps. You also need to create a map to store indices, with the corresponding key as the element at that index.
Iterating through the array in reverse, we find the smallest elements in the map that are greater than or equal to the current element for odd-numbered jumps (`oddJump`), and the largest elements in the map that are less than or equal to the current element for even-numbered jumps (`evenJump`). If the values are found, we update the `canReachOdd` and `canReachEven` arrays with the values from the map.
If the current index can be reached from an odd-numbered jump, we increase the number of good indices.
Finally, return the value of good indices."
1359,hard,"The algorithm is based on the Gray Code sequence generation, which guarantees only one bit difference between consecutive elements.
1. Initialize a list or an array called result with the size of 2^n.
2. Iterate through the range 0 to 2^n - 1.
3. For each i in the range, calculate the Gray Code with the formula `i ^ (i >> 1)`.
4. XOR the Gray Code with the given start value and store it in the result array.
5. Return the result array.
This algorithm generates a sequence that fulfills the given requirements of having a one-bit difference between consecutive elements and it starts with the provided start value."
2174,medium,"The algorithm iterates through each number greater than the given number `n`, analyzes the count of each digit in the number, and checks its balance status. 
In each iteration, we do the following steps:
1. Increment the number `n` by 1.
2. Count the occurrences of each digit using a map or dictionary to store the count.
3. Iterate through each key-value pair in the map, and if the key is equal to the value, it indicates that the digit count is balanced. If all pairs have this property, return the number as the result.
This algorithm will continue until it finds a numerically balanced integer, which it will return as a result. Note that it uses integer division, dictionaries or maps, and iteration over key-value pairs, which have small language-specific differences."
1498,medium,"The algorithm is a simple binary tree traversal using recursion. It starts at the roots of both the original and cloned trees. Since the cloned tree is an exact copy of the original, their structure is the same.
For each node, the algorithm checks:
1. If the current 'original' node is null, return null, because it means we've reached the end of a branch without finding the target.
2. If the current 'original' node is the target node, return the current 'cloned' node, as we've found the corresponding node in the cloned tree.
3. If neither condition is met, call the function recursively on both the left and right subtrees of the current nodes.
When the recursion returns a non-null result, it means the target node has been found, and the reference to the corresponding node in the cloned tree is returned. If the recursion returns null, it means the target node has not been found in the currently explored branches, and the algorithm continues searching."
2296,hard,"We maintain a string `text` and an integer `cursor` to represent the current text and the cursor's position. `addText` adds new text at the cursor location and moves the cursor after the new text. `deleteText` deletes text from the cursor's left and returns the number of characters deleted. `cursorLeft` and `cursorRight` move the cursor left or right by given steps and return last min(10, len) characters to the left of the cursor where len is the number of characters to the left of the cursor. In each function, we update the cursor position and return the desired output."
515,medium,"The algorithm we used here is Breadth-First Search (BFS) traversal. We use a queue to store the nodes in each level of the tree. After we process all the nodes in the current level, we update the maxVal with the maximum element value found in that level and add it to the result array. We repeat this process until the queue is empty, which means we have processed all the nodes in the binary tree. The time and space complexity of this algorithm is O(N), where N is the number of nodes in the tree."
1608,easy,"1. Find the maximum value in the input array `nums`.
2. Iterate through the range `[1, max_val]` (both inclusive) and for each value of `x`, count the elements greater than or equal to `x` in the input array.
3. If the count of such elements is equal to `x`, return `x`.
4. If no such `x` is found, return `-1`."
1415,medium,"We can create all the happy strings of length `n` by iterating through `'a'`, `'b'`, and `'c'`, and recursively generating the happy strings for the remaining length. During the process, we can ensure that the string remains valid by checking that the last letter appended does not equal the one being appended. Once our recursion reaches length 0, push this valid string into a list of strings.
Finally, after generating all possible happy strings, we simply need to find the kth string in the list. If `k` is larger than the list's length, we return an empty string.
This algorithm will work for the given constraint where n is at most 10."
901,medium,"The algorithm first sorts the nums1 array. For each number in nums2, we want to find the smallest number in nums1 that is larger than the target number. This can be done using Binary Search or inbuilt functions like upper_bound or higherKey depending on the language. If we find the index of the smallest larger number, we remove it from nums1, and add it to the result array. If no larger number is found, we take the smallest number from nums1 and add it to the result. This ensures we maximize the advantage of nums1 with respect to nums2."
1923,hard,"The algorithm first splits the input sentences into lists of words (vector in C++, ArrayList in Java, list in Python, and array in JavaScript). Then, it compares and removes the common words from the beginning of both lists by using a while loop until no more common words are found. After that, it compares and removes the common words from the end of both lists using another while loop until no more common words are found. Finally, it returns true if one of the lists is empty, which means that the input sentences are similar, otherwise it returns false."
799,medium,"The key to solving this problem is to realize that an inorder traversal of a Binary Search Tree would give a sorted list of values. We can perform an inorder traversal of the BST, updating the minimum difference as we traverse. We only need to consider adjacent nodes in-order, so we just need a `prev` variable to track the previous node visited. This way, we'll have an O(n) time and O(1) space complexity."
249,medium,"The idea is to create a unique key for each group of strings, that depends on the relative distances between characters in a string. We iterate through the given strings and create the key for each string by taking the difference between the ASCII code of each character and that of the first character, modulo 26. We add these deltas as comma-separated elements and use them as the key in a map. Where a map is a hashmap in C++ and Java, defaultdict in Python, and Map in JavaScript. For each string, we append it to the list of strings corresponding to its group (key) in the map.
After iterating through all the strings, we return the list of groups from the map.
Note that the modulo operation and `<code>26</code>` come from the number of lowercase English letters which is 26. So, any shift greater than 25 will simply wrap around to the initial letters."
1624,easy,"The algorithm uses a hash map to store the index of the first occurrence of each character in the string. It then iterates through the string, and for each character, checks if it's present in the hash map. If it's not, the character is added to the hash map with its index. If it is present, the length of the substring between the two occurrences of the character is calculated as (current index - stored index - 1). The result is updated as the maximum length between equal characters found so far."
